texts,scores,class
"Whats your favorite sport? Mines eating nachos.  . . . Follow for feminist art, clothing and community  . . .",0,0
Some ass bitches - - - - - - - - - - - -,0,0
"Expectations allow us to gauge between what we will and wont accept. However, unrealistic expectations set us up for disappointment or dissatisfaction. It can also make it impossible for people on our lives to feel loved by us, when they can never get it right or be/do enough. Its okay to expect the best, or to be treated with respect, but when you start expecting things that are simply unrealistic you are never going to be happy. - - - Follow Letting Go Counseling for daily positive affirmations. And if you live in the SoFlo area and are struggling with depression, anxiety, trauma, or relationship issues, go to the website and call for an appointment.",0,0
With this darling we miss you,0,0
Looking for a pool for summer?  - - -,0,0
Choice of phrase is important. . . .,0,0
Not everyone's a hoe. Stop . Read my thoughts on,0,0
"I really enjoyed 's in tonight. Wonderful writing and direction (dir. ), finding a perfect harmony of humour and sincerity to address serious topics. Great performances from all. Bravo , , , , & .",0,0
"So this person texted me for like 5 times. And then texted 'you're too pretty to a feminist' so i texted him back and during the conversation this is what he said. He said he is following me because he thinks that i am beautiful. I THOUGHT THAT IN THIS MODERN SOCIAL MEDIA AGE PEOPLE ARE BECOMING OPEN MINDED. BUT THEN THERE ARE PEOPLE LIKE HIM. JUDGING A PERSON SHOWS YOUR CHARACTER, NOT THEIRS. IT'S FUNNY TO LOOK AT SUCH PEOPLE. I PITY THEM. TO ALL THOSE WHO FOLLOW ME TO CHECK OUT MY SNAPS. DO UNFOLLOW RIGHT NOW. I'LL SO GLAD AND HAPPY. Instagram chalane se koi smajhdar nahi ban jata. Grow your mentality people. I'M NOT HIDING HIS ACCOUNT SO THAT YOU'LL CAN BLOCK/ REPORT HIS ACCOUNT",0,0
"New embroidery design... Text is taken from a magazine article about how to deal with being ghosted after sex. I fixed it for them. Obviously it depends on the person and on your emotional needs and state of mind at the time, but enjoying sex without needing commitment and deep emotional connection is not a gendered thing. Neither is wanting an emotional connection. How different would the world be if we were told the exact opposite message all our lives? How differently would we judge men's and women's sexual behaviour? -By Sophia",0,0
"Heres something most Indian women can relate to, especially being an immigrant when people have set their expectations and prejudices. They underestimate you and they often fail to hide the agitation in moments when they realise that South Asian women arent exactly as easy as what patriarchal and cultural stereotypes had promised them to be like. She isnt strong, she is bossy.  She isnt independent and confident, she is arrogant.  Minette Paes is a Berlin based Creative who grew up in London. . . . . . .",1,1
Kahaan Hum Kahaan Tum Rohit chose Sonakshi Highlights part 2/2 Episode 81 .dipika . . . Posting after telecast won't affect TRP . .,0,0
"Less than one week folks! Spread the word!! GELI AND UNCLE ALF Friday, Oct. 25th, 2019 at 6 PM 212-239-6200 or link in bio ""The one-woman show 'Geli and Uncle Alf' explores the little known relationship between Adolf 'Alf' Hitler and Angelika Geli Raubal, his first niece and one true love. Slowly drawn into a tender obsession with her uncle, Geli, a spirited freedom-loving young woman, finds herself confronted with a dependency from which she is unable to detach. Yet, the question remains  might tragic consequence of history have been re-written had this relationship continued and Gelis uncle Alf find compassion in the arms of his first attraction?""",0,0
I am a walking advertisement for my Brand ThaCubanPrince Virgin Indian Hair,0,0
Bride practicing NOT crying for the wedding on sat ...... did not go well,0,0
NOTE TO Trolls will never be your ideal customer. Do not engage with them or give them energy that should be going to those who will get value from what you are offering. Just report and block. Repeat as needed.,0,0
"P H O T O S H O T B I N F R A M Flowers L O C A T I O Karnpura Aurangabad, Maharashtra, India Dm for your shoots  Follow for More pics -",0,0
Caught me on a bad day. I don't usually engage but TODAY. Just cause I didn't like how I was being talked to nor the sexism this asshat embodies. Merced ladies beware of Jermaine...,0,0
Hello everyone  Follow me friend .. .. . ....(( Camera Lover ))(( Follow Me Fast )) . . . .,0,0
"Not every girl wears a tight skirt or ""shouty"" makeup for a man's sake. Sometimes I just want to wear something I genuinely like. We don't all live our lives to please men.",1,1
Photo - Follow for daily posts of the most beautiful girls from Europe!,0,0
"This was back in the days, 1993, but could've been today... right? Have you been in a situation like this? Share your story with us bellow! We'll love to read some powerful reckless answers. Bruna Lombardi, a famous Brazilian actor was harassed by the singer Jon Bon Jovi who told her he ""would spend a ton of money to make her happy. With no hesitation, Bruna wonderfully answered I have my own career. She was questioned and criticized by many who thought she was rude or didn't understand the joke, which she also replied with magistery I could answer Jon Bon Jovi because I'm an empowered woman, fearless. What I wish is that every woman can feel the same and talk back against any mysoginy. Women deserve respect. Here's a when a man thinks he's powerful simply because he has money, he's just showing you how weak and insecure he is. You are no product. . . . . . . . . . . . . . . . . . . . .",0,0
