texts,scores
"Mrs couch and Mrs little have had a lesbian fish marriage for over two years. (Which is like 30 in fish time) they have both laid thousands of eggs together, and built a beautiful home. After the flowerhorn extravaganza, and the heartbreaking loss of Humphrey, I put Humphreys daughter in with the happy couple. Months go by without issue. Until Mrs couch notices that the young flowerhorn is... kinda cute actually. What does this orange slut do? She decided to pair up with humphreys daughter! Rubbing all over each other, both with their egg tubes out, while poor Mrs little sits in the corner, absolutely heartbroken. they could have had a beautiful polyamorous relationship. A threesome even. But no, there was no communication or warning. Just a sudden and painful divorce. Dyke drama is everywhere, even in fish tanks. About to make Mrs little a tinder account. You know what they say, the best way to get over your ex is to swim under someone else right?",0
So Stu hands me a box and says I know we wasnt doing anything for but..... youll like this present! !,0
Good Morning Queens! Have an amazing day! - | -,0
"Most of my life, I would have doubted myself and backed down. Having public standing as a writer of history helped me stand my ground, but few women get that boost, and billions of women must be out there on this seven-billion-person planet being told that they are not reliable witnesses to their own lives, that the truth is not their property, now or ever. This goes way beyond Men Explaining Things, but its part of the same archipelago of arrogance.   Men explain things to me, still. And no man has ever apologized for explaining, wrongly, things that I know and they dont.   - Rebecca Solnit, Men Explain Things To Me   I read this book after spending a significant amount of time with condescending men this past month. There was plenty in this book I didnt like, but it was nice reading about self doubt and arrogant men and knowing Im not alone.   ",0
Its National Bosses day so I thought this was appropriate. . . . . . . . . . .,0
"Continued from the previous Braniff Airlines advertising, The Air Strip, 1960s . . . . .",0
gentlemensstylish Which one? Comment below . .,0
Rubbers Available in different colours Delivery at the CBD is free Delivery done countrywide and East Africa Hurry while stock lasts A ,0
Stop wearing condoms on your brain. . . .,0
Was going thru old self tapes today & DAMN I forgot how brutal this Theresa Rebeck scene is,0
Happy morning motivation! Have a wonderful day   ,0
"Credit to .model The dark angel Photo Me (.model) Waterloo, ON",0
is based on a true story that frighteningly mirrors the Jeffrey Epstein story. Help us raise awareness to . is a $150 billion industry. Support NGOs working to stop it  Share to care . . .,0
Food for thought.   ,0
"Some BULLIES and SLUT-SHAMERS will go through entire lifetimes without ever realizing the amount of pain and damage they cause to those in the receiving end of their judgement, wicked-lies and verbal-diarrhea. They will continue to wear their ridiculous rationalisations on their sleeves and walk around entitled, feeding on the indignant silence of some of us. And some of us will be unable to shake off the hurt and the ignominy generated from their actions, well into our adulthoods despite having successful careers, supportive friends and families and productive social standings. An even smaller introvertish and self-aware section of us will continue to battle anxiety, depression and despair very quietly and in utter loneliness. These feelings were triggered by something I saw on facebook or rather saw someone post something, earlier today; because believe me, for whatever reason some of these insufferable and inconsiderate individuals are in my friend list whatever 'friend' means in this context. I AM A FIGHTER, A SURVIVOR. AND MY SUBMISSION IS DON'T BE ONE OF THESE BULLIES OR SLUT SHAMERERS. DON'T CRITICISE WHAT YOU DON'T UNDERSTAND. THE WORLD ISN'T A FIELD OF WEEDS SO YOU'D WALK AROUND POISONING EVERYTHING. BE ON THE WATCH. BE KIND. BE TOLERANT. MOST IMPORTANTLY, BE BETTER. PEACE Wardrobe , . . . Quit being a purple hearts to is wrong curb",0
"""Trying to ignore harassment makes space for harassment and often rewards it."" . . . . .",0
"THEY LIE by . They look at you They lie They say they want to be just friends They lie They say you are like a sister to them They lie They say they will never want you They lie They say they don't lust after you They lie They say you are the most beautiful of them all They lie They say you are the only one They lie They say you are the first one They lie They say you can come in their room They lie They say they will never touch you They lie They say they will protect you They lie They say just a little bit They lie They say it won't hurt They lie They say you wanted it in the first place They lie They say it is your fault They lie They say you are the reason they lost control They lie They say you aren't who they thought you are They lie They say you are not worth it anymore They lie They lie, they use, they abuse, they rape, they laugh, they accuse, they mock, they leave, they lie. They lie. . . .",0
